iter	Passed	Remaining
328	1382	2819
329	1387	2816
330	1391	2812
331	1396	2809
332	1400	2806
333	1406	2804
334	1412	2804
335	1417	2801
336	1422	2798
337	1426	2793
338	1430	2790
339	1436	2787
340	1441	2785
341	1445	2781
342	1449	2777
343	1453	2771
344	1457	2767
345	1460	2760
346	1462	2752
347	1464	2744
348	1468	2739
349	1473	2736
350	1478	2733
351	1483	2730
352	1487	2727
353	1492	2723
354	1496	2719
355	1501	2716
356	1506	2712
357	1510	2708
358	1514	2703
359	1519	2700
360	1524	2697
361	1529	2695
362	1534	2692
363	1539	2689
364	1544	2686
365	1548	2683
366	1553	2680
367	1557	2675
368	1561	2670
369	1567	2668
370	1574	2670
371	1580	2668
372	1586	2666
373	1589	2660
374	1594	2657
375	1598	2653
376	1604	2651
377	1607	2645
378	1609	2637
379	1612	2631
380	1616	2626
381	1620	2621
382	1623	2615
383	1627	2610
384	1631	2606
385	1642	2613
386	1681	2662
387	1685	2659
388	1690	2655
389	1695	2652
390	1702	2652
391	1707	2647
392	1712	2644
393	1715	2638
394	1719	2633
395	1723	2628
396	1727	2623
397	1732	2619
398	1736	2614
399	1739	2609
400	1743	2603
401	1746	2597
402	1751	2594
403	1753	2587
404	1755	2579
405	1759	2573
406	1763	2569
407	1768	2565
408	1771	2560
409	1776	2555
410	1779	2550
411	1783	2545
412	1789	2542
413	1793	2538
414	1796	2533
415	1800	2527
416	1802	2520
417	1804	2512
418	1810	2509
419	1813	2504
420	1817	2499
421	1821	2495
422	1826	2491
423	1830	2486
424	1833	2481
425	1839	2478
426	1843	2474
427	1847	2469
428	1849	2461
429	1851	2454
430	1854	2448
431	1858	2443
432	1861	2437
433	1866	2434
434	1870	2429
435	1874	2424
436	1878	2420
437	1882	2415
438	1887	2411
439	1890	2406
440	1894	2401
441	1896	2394
442	1901	2390
443	1906	2387
444	1910	2383
445	1916	2380
446	1920	2376
447	1925	2373
448	1930	2369
449	1936	2366
450	1941	2363
451	1945	2358
452	1947	2351
453	1953	2348
454	1957	2344
455	1962	2341
456	1966	2336
457	1971	2332
458	1976	2329
459	1980	2324
460	1984	2320
461	1988	2315
462	1992	2311
463	1994	2304
464	1999	2300
465	2003	2295
466	2008	2292
467	2012	2288
468	2016	2283
469	2021	2279
470	2025	2275
471	2031	2272
472	2035	2267
473	2039	2263
474	2041	2256
475	2045	2252
476	2048	2245
477	2052	2241
478	2056	2236
479	2060	2232
480	2064	2227
481	2069	2224
482	2073	2219
483	2077	2215
484	2083	2211
485	2087	2207
486	2091	2203
487	2093	2196
488	2095	2190
489	2100	2186
490	2105	2182
491	2109	2177
492	2113	2173
493	2117	2169
494	2122	2165
495	2126	2160
496	2131	2156
497	2135	2152
498	2137	2146
499	2140	2140
500	2143	2134
501	2147	2130
502	2151	2126
503	2155	2121
504	2160	2117
505	2163	2112
506	2168	2108
507	2173	2104
508	2177	2100
509	2181	2096
510	2184	2090
511	2187	2084
512	2190	2079
513	2193	2073
514	2198	2070
515	2201	2065
516	2206	2061
517	2211	2057
518	2215	2052
519	2219	2049
520	2223	2044
521	2228	2040
522	2231	2035
523	2235	2030
524	2237	2024
525	2242	2020
526	2246	2016
527	2250	2011
528	2253	2006
529	2259	2003
530	2263	1999
531	2267	1994
532	2272	1991
533	2276	1986
534	2280	1982
535	2282	1976
536	2285	1970
537	2290	1966
538	2294	1962
539	2299	1958
540	2303	1954
541	2307	1950
542	2312	1946
543	2316	1942
544	2320	1937
545	2324	1933
546	2328	1928
547	2332	1924
548	2336	1919
549	2341	1915
550	2344	1910
551	2348	1906
552	2352	1901
553	2356	1896
554	2360	1892
555	2364	1888
556	2368	1883
557	2371	1878
558	2374	1873
559	2376	1867
560	2378	1861
561	2380	1855
562	2382	1849
563	2385	1844
564	2389	1839
565	2394	1835
566	2397	1831
567	2401	1826
568	2405	1821
569	2409	1817
570	2413	1812
571	2417	1808
572	2420	1803
573	2423	1798
574	2425	1792
575	2427	1786
576	2431	1782
577	2435	1778
578	2440	1774
579	2445	1770
580	2449	1766
581	2454	1763
582	2458	1758
583	2464	1755
584	2467	1750
585	2470	1745
586	2472	1739
587	2476	1735
588	2478	1729
589	2483	1725
590	2487	1721
591	2491	1717
592	2495	1712
593	2500	1709
594	2504	1705
595	2510	1701
596	2515	1697
597	2518	1692
598	2520	1687
599	2524	1682
600	2526	1677
601	2530	1672
602	2534	1668
603	2539	1665
604	2545	1661
605	2549	1657
606	2553	1653
607	2558	1649
608	2563	1645
609	2567	1641
610	2569	1636
611	2572	1630
612	2576	1626
613	2580	1622
614	2584	1617
615	2588	1613
616	2593	1609
617	2597	1605
618	2601	1601
619	2605	1596
620	2610	1592
621	2614	1588
622	2616	1583
623	2619	1578
624	2622	1573
625	2626	1568
626	2629	1564
627	2633	1560
628	2640	1557
629	2691	1580
630	2696	1576
631	2700	1572
632	2704	1568
633	2710	1564
634	2716	1561
635	2719	1556
636	2721	1550
637	2724	1546
638	2728	1541
639	2732	1536
640	2736	1532
641	2739	1527
642	2743	1523
643	2747	1518
644	2751	1514
645	2755	1509
646	2758	1505
647	2761	1499
648	2763	1494
649	2765	1488
650	2767	1483
651	2770	1478
652	2774	1474
653	2778	1470
654	2782	1465
655	2785	1460
656	2789	1456
657	2793	1452
658	2797	1447
659	2801	1443
660	2805	1438
661	2807	1433
662	2809	1428
663	2811	1422
664	2813	1417
665	2815	1412
666	2820	1408
667	2825	1404
668	2829	1400
669	2833	1395
670	2836	1390
671	2840	1386
672	2844	1382
673	2848	1377
674	2852	1373
675	2854	1368
676	2858	1363
677	2860	1358
678	2862	1353
679	2868	1349
680	2873	1346
681	2879	1342
682	2884	1338
683	2889	1334
684	2895	1331
685	2901	1328
686	2906	1324
687	2910	1319
688	2915	1315
689	2922	1312
690	2928	1309
691	2934	1305
692	2938	1301
693	2945	1298
694	2951	1295
695	2956	1291
696	2961	1287
697	2967	1283
698	2973	1280
699	2979	1277
700	2984	1273
701	2989	1268
702	2994	1265
703	2999	1261
704	3003	1256
705	3008	1252
706	3015	1249
707	3020	1245
708	3025	1241
709	3030	1238
710	3037	1234
711	3043	1231
712	3048	1227
713	3052	1222
714	3055	1217
715	3059	1213
716	3065	1209
717	3070	1205
718	3075	1201
719	3079	1197
720	3085	1193
721	3091	1190
722	3095	1186
723	3100	1181
724	3104	1177
725	3107	1172
726	3112	1168
727	3119	1165
728	3124	1161
729	3129	1157
730	3134	1153
731	3140	1149
732	3144	1145
733	3149	1141
734	3152	1136
735	3156	1132
736	3160	1127
737	3164	1123
738	3168	1118
739	3171	1114
740	3175	1109
741	3179	1105
742	3183	1101
743	3187	1096
744	3191	1092
745	3193	1087
746	3195	1082
747	3197	1077
748	3200	1072
749	3203	1067
750	3208	1063
751	3213	1059
752	3218	1055
753	3223	1051
754	3227	1047
755	3232	1043
756	3237	1039
757	3240	1034
758	3242	1029
759	3246	1025
760	3249	1020
761	3255	1016
762	3260	1012
763	3265	1008
764	3270	1004
765	3275	1000
766	3279	996
767	3285	992
768	3288	987
769	3292	983
770	3294	978
771	3296	973
772	3301	969
773	3305	965
774	3310	961
775	3315	957
776	3320	952
777	3324	948
778	3329	944
779	3334	940
780	3338	936
781	3340	931
782	3342	926
783	3346	921
784	3350	917
785	3355	913
786	3360	909
787	3363	904
788	3368	900
789	3372	896
790	3377	892
791	3381	888
792	3384	883
793	3389	879
794	3393	875
795	3400	871
796	3405	867
797	3410	863
798	3415	859
799	3419	854
800	3425	850
801	3430	846
802	3432	842
803	3436	837
804	3438	833
805	3441	828
806	3446	824
807	3450	820
808	3454	815
809	3459	811
810	3464	807
811	3469	803
812	3473	798
813	3477	794
814	3481	790
815	3483	785
816	3485	780
817	3489	776
818	3493	772
819	3498	767
820	3502	763
821	3506	759
822	3510	755
823	3515	750
824	3520	746
825	3524	742
826	3528	738
827	3531	733
828	3534	729
829	3537	724
830	3541	720
831	3546	716
832	3551	711
833	3555	707
834	3560	703
835	3564	699
836	3569	695
837	3574	690
838	3576	686
839	3578	681
840	3582	677
841	3584	672
842	3589	668
843	3592	664
844	3597	659
845	3601	655
846	3606	651
847	3611	647
848	3615	643
849	3620	638
850	3624	634
851	3627	630
852	3629	625
853	3632	621
854	3636	616
855	3641	612
856	3645	608
857	3707	613
858	3714	609
859	3719	605
860	3723	601
861	3728	596
862	3733	592
863	3741	588
864	3745	584
865	3750	580
866	3754	575
867	3759	571
868	3763	567
869	3768	563
870	3771	558
871	3773	553
872	3776	549
873	3779	544
874	3783	540
875	3787	536
876	3791	531
877	3796	527
878	3800	523
879	3805	518
880	3810	514
881	3815	510
882	3819	506
883	3821	501
884	3823	496
885	3826	492
886	3831	488
887	3835	483
888	3840	479
889	3844	475
890	3849	470
891	3852	466
892	3857	462
893	3862	457
894	3864	453
895	3866	448
896	3868	444
897	3870	439
898	3872	435
899	3874	430
900	3878	426
901	3882	421
902	3886	417
903	3890	413
904	3894	408
905	3898	404
906	3902	400
907	3906	395
908	3910	391
909	3912	386
910	3915	382
911	3917	377
912	3919	373
913	3921	369
914	3924	364
915	3926	360
916	3930	355
917	3934	351
918	3937	347
919	3941	342
920	3945	338
921	3949	334
922	3953	329
923	3957	325
924	3960	321
925	3961	316
926	3964	312
927	3966	307
928	3968	303
929	3970	298
930	3972	294
931	3976	290
932	3980	285
933	3984	281
934	3988	277
935	3991	272
936	3995	268
937	3999	264
938	4003	260
939	4006	255
940	4008	251
941	4010	246
942	4012	242
943	4014	238
944	4016	233
945	4019	229
946	4022	225
947	4026	220
948	4030	216
949	4034	212
950	4037	208
951	4041	203
952	4045	199
953	4049	195
954	4053	190
955	4055	186
956	4057	182
957	4059	177
958	4061	173
959	4064	169
960	4066	165
961	4068	160
962	4072	156
963	4076	152
964	4080	147
965	4084	143
966	4087	139
967	4091	135
968	4095	131
969	4099	126
970	4102	122
971	4104	118
972	4106	113
973	4109	109
974	4111	105
975	4113	101
976	4115	96
977	4119	92
978	4123	88
979	4127	84
980	4131	80
981	4134	75
982	4138	71
983	4142	67
984	4146	63
985	4150	58
986	4152	54
987	4154	50
988	4156	46
989	4159	42
990	4161	37
991	4163	33
992	4167	29
993	4171	25
994	4175	20
995	4179	16
996	4183	12
997	4186	8
998	4190	4
999	4193	0
