iter	Logloss	Accuracy
88	0.370371028	0.8552188552
89	0.3694117328	0.8552188552
90	0.3686864367	0.8552188552
91	0.3679847888	0.8552188552
92	0.3673277559	0.8552188552
93	0.3670127562	0.8552188552
94	0.3666536919	0.8569023569
95	0.3662538199	0.8585858586
96	0.3655419835	0.8569023569
97	0.3647019271	0.8585858586
98	0.3645075003	0.8585858586
99	0.364388536	0.8585858586
100	0.3638511154	0.8585858586
101	0.3631812541	0.8602693603
102	0.3629843291	0.8602693603
103	0.361968881	0.8602693603
104	0.360052699	0.8636363636
105	0.3596180332	0.8636363636
106	0.3588771099	0.8636363636
107	0.3582187584	0.8653198653
108	0.3577728174	0.8653198653
109	0.3573359224	0.867003367
110	0.3562764365	0.867003367
111	0.3552931421	0.867003367
112	0.3549712845	0.8653198653
113	0.3545441751	0.8653198653
114	0.3543887999	0.8653198653
115	0.3536709075	0.8653198653
116	0.3536208353	0.8653198653
117	0.3533956634	0.8653198653
118	0.3527041754	0.8636363636
119	0.351238709	0.8653198653
120	0.3505596945	0.867003367
121	0.3494961942	0.8686868687
122	0.3481894933	0.867003367
123	0.3477241344	0.8686868687
124	0.3477117655	0.8686868687
125	0.3471374864	0.8703703704
126	0.3464961671	0.8703703704
127	0.3460916463	0.8703703704
128	0.3454864207	0.8703703704
129	0.3450991255	0.8720538721
130	0.3446915827	0.8703703704
131	0.344070791	0.8720538721
132	0.34340909	0.8720538721
133	0.3434047065	0.8720538721
134	0.3433966757	0.8720538721
135	0.3430562687	0.8720538721
136	0.3428871039	0.8737373737
137	0.3421285849	0.8720538721
138	0.3415576944	0.8737373737
139	0.3415023279	0.8737373737
140	0.3405903092	0.8737373737
141	0.3403997066	0.8737373737
142	0.3403834821	0.8737373737
143	0.3396539835	0.8737373737
144	0.3388245365	0.8737373737
145	0.3381778698	0.8720538721
146	0.3372533018	0.8754208754
147	0.3364104735	0.8737373737
148	0.3359026049	0.8754208754
149	0.3354453442	0.8754208754
150	0.3354453384	0.8754208754
151	0.3351264819	0.8754208754
152	0.3351142065	0.8754208754
153	0.334555195	0.8771043771
154	0.3343102109	0.8787878788
155	0.3337240944	0.8771043771
156	0.3333109308	0.8804713805
157	0.3327514001	0.8787878788
158	0.3326532304	0.8804713805
159	0.3323405774	0.8804713805
160	0.3323244825	0.8804713805
161	0.3322423579	0.8804713805
162	0.3318692997	0.8804713805
163	0.3307751097	0.8804713805
164	0.3306923698	0.8804713805
165	0.3299635474	0.8804713805
166	0.3299285741	0.8804713805
167	0.3286889335	0.8804713805
168	0.3285737993	0.8821548822
169	0.3283200201	0.8804713805
170	0.3277841964	0.8804713805
171	0.3274242575	0.8804713805
172	0.3260954924	0.8804713805
173	0.3256705055	0.8804713805
174	0.3248918605	0.8821548822
175	0.3239175377	0.8838383838
176	0.3238809219	0.8838383838
177	0.3235535352	0.8838383838
178	0.3235268127	0.8838383838
179	0.3226524037	0.8872053872
180	0.3215985047	0.8872053872
181	0.3211406246	0.8872053872
182	0.3209340189	0.8872053872
183	0.3199435066	0.8872053872
184	0.319525873	0.8905723906
185	0.3191391382	0.8905723906
186	0.3191152116	0.8905723906
187	0.3191099379	0.8905723906
188	0.3190848038	0.8905723906
189	0.31903275	0.8905723906
190	0.3185910456	0.8905723906
191	0.3179628121	0.8888888889
192	0.3178468702	0.8888888889
193	0.3175175991	0.8905723906
194	0.3171046909	0.8922558923
195	0.3169389031	0.8922558923
196	0.3162864854	0.8939393939
197	0.316245103	0.8939393939
198	0.3160327331	0.8939393939
199	0.3151298288	0.8939393939
200	0.314121467	0.8922558923
201	0.3137593984	0.8922558923
202	0.3133333627	0.8922558923
203	0.3128184505	0.8939393939
204	0.3118714061	0.8939393939
205	0.3115632582	0.8922558923
206	0.3114609682	0.8939393939
207	0.3114208917	0.8939393939
208	0.311284062	0.8939393939
209	0.3110839686	0.8939393939
210	0.3101721835	0.8939393939
211	0.3096056628	0.8939393939
212	0.3093584535	0.8939393939
213	0.3078816364	0.8956228956
214	0.3072651172	0.8956228956
215	0.3072595532	0.8956228956
216	0.3071179458	0.8956228956
217	0.3066032502	0.8973063973
218	0.3063360312	0.8973063973
219	0.3059426864	0.8973063973
220	0.3047994963	0.8973063973
221	0.3042283276	0.898989899
222	0.3038116722	0.898989899
223	0.3032868655	0.898989899
224	0.3030132938	0.898989899
225	0.3025946243	0.9006734007
226	0.3018982227	0.904040404
227	0.3017452963	0.904040404
228	0.3013793543	0.904040404
229	0.3008145487	0.9006734007
230	0.300379626	0.9023569024
231	0.3000399404	0.9023569024
232	0.2996429907	0.9023569024
233	0.2988869439	0.9006734007
234	0.2988514228	0.9006734007
235	0.2985649217	0.9023569024
236	0.2984364282	0.9023569024
237	0.2979280796	0.904040404
238	0.297882495	0.904040404
239	0.2978513066	0.904040404
240	0.2972775653	0.904040404
241	0.2972474211	0.904040404
242	0.2969036499	0.904040404
243	0.2961711504	0.904040404
244	0.2957826879	0.904040404
245	0.2954918945	0.904040404
246	0.2952261664	0.904040404
247	0.2947085458	0.904040404
248	0.2942093976	0.904040404
249	0.2940891736	0.904040404
250	0.2935526229	0.904040404
251	0.2931173658	0.9023569024
252	0.292536764	0.9023569024
253	0.292041485	0.904040404
254	0.291959261	0.9023569024
255	0.2919308845	0.904040404
256	0.2918928255	0.904040404
257	0.2918287815	0.904040404
258	0.2915398106	0.9057239057
259	0.291037685	0.9057239057
260	0.2901021197	0.9057239057
261	0.2897809089	0.9057239057
262	0.2897113645	0.9057239057
263	0.2896190043	0.9057239057
264	0.2890500036	0.9057239057
265	0.2889725392	0.9057239057
266	0.2885602228	0.9057239057
267	0.2883721721	0.904040404
268	0.2880582757	0.904040404
269	0.2878712786	0.904040404
270	0.2875418158	0.9057239057
271	0.2872802271	0.9057239057
272	0.2871828001	0.9057239057
273	0.2865306551	0.9057239057
274	0.2859788629	0.9074074074
275	0.2852353523	0.9074074074
276	0.2847139505	0.9074074074
277	0.2844704496	0.9074074074
278	0.2841852063	0.9074074074
279	0.2840030615	0.9074074074
280	0.2838481624	0.9074074074
281	0.2828535261	0.9074074074
282	0.2827624692	0.9074074074
283	0.282645213	0.9057239057
284	0.2817585532	0.9074074074
285	0.2811140742	0.9057239057
286	0.2804959629	0.9074074074
287	0.2801401853	0.9074074074
288	0.2795530511	0.9074074074
289	0.2782811676	0.9057239057
290	0.2778946189	0.9074074074
291	0.2774634577	0.9057239057
292	0.2772411482	0.904040404
293	0.2770618194	0.904040404
294	0.2767525287	0.904040404
295	0.2760192002	0.904040404
296	0.2759396565	0.904040404
297	0.2753625756	0.904040404
298	0.2752389067	0.904040404
299	0.2747914336	0.904040404
300	0.2747070629	0.9057239057
301	0.2744010793	0.9057239057
302	0.2740478828	0.9057239057
303	0.2738489636	0.9074074074
304	0.2734139413	0.9107744108
305	0.2728256946	0.9107744108
306	0.2726262577	0.9107744108
307	0.2721746865	0.9124579125
308	0.27176715	0.9124579125
309	0.2714434324	0.9124579125
310	0.2713325759	0.9124579125
311	0.2711600753	0.9124579125
312	0.2708074589	0.9107744108
313	0.2704791723	0.9107744108
314	0.2696348786	0.9107744108
315	0.2686769501	0.9124579125
316	0.2685661904	0.9124579125
317	0.2681957776	0.9124579125
318	0.268063197	0.9124579125
319	0.2674586392	0.9124579125
320	0.2671102006	0.9124579125
321	0.2669705008	0.9124579125
322	0.2667672507	0.9124579125
323	0.2664013321	0.9107744108
324	0.2662949999	0.9107744108
325	0.2659774103	0.9107744108
326	0.2646941092	0.9107744108
327	0.2640474765	0.9141414141
328	0.2638248447	0.9158249158
329	0.2635442165	0.9141414141
330	0.2632761206	0.9141414141
331	0.263179017	0.9141414141
332	0.2629714902	0.9158249158
333	0.2625481776	0.9141414141
334	0.2623371703	0.9141414141
335	0.2617389242	0.9141414141
336	0.2611189246	0.9141414141
337	0.2599281426	0.9141414141
338	0.2596088109	0.9158249158
339	0.2593240364	0.9158249158
340	0.258579352	0.9141414141
341	0.2582394891	0.9141414141
342	0.2580225531	0.9141414141
343	0.2576764991	0.9141414141
344	0.2574107167	0.9141414141
345	0.2572376454	0.9141414141
346	0.2571365101	0.9158249158
347	0.2564276279	0.9158249158
348	0.2561732456	0.9158249158
349	0.2560454718	0.9158249158
350	0.255817828	0.9158249158
351	0.2552497012	0.9175084175
352	0.2552219498	0.9175084175
353	0.2538329857	0.9191919192
354	0.2537543449	0.9191919192
355	0.2535685567	0.9191919192
356	0.2532596293	0.9191919192
357	0.253199059	0.9191919192
358	0.2528937534	0.9191919192
359	0.2524230238	0.9191919192
360	0.2522031715	0.9191919192
361	0.2517983196	0.9191919192
362	0.251599814	0.9175084175
363	0.251018708	0.9175084175
364	0.2508171474	0.9191919192
365	0.250598368	0.9191919192
366	0.2501065552	0.9191919192
367	0.2498931961	0.9191919192
368	0.2496026192	0.9191919192
369	0.2493944561	0.9191919192
370	0.2485114323	0.9191919192
371	0.2474444464	0.9208754209
372	0.2474187927	0.9208754209
373	0.246555929	0.9208754209
374	0.2463176413	0.9208754209
375	0.2455933526	0.9208754209
376	0.2450327794	0.9208754209
377	0.2446293237	0.9208754209
378	0.2446191223	0.9208754209
379	0.2434990975	0.9225589226
380	0.2431717974	0.9225589226
381	0.2421371283	0.9225589226
382	0.2421029987	0.9225589226
383	0.2419251169	0.9225589226
384	0.2413735768	0.9225589226
385	0.2411601627	0.9225589226
386	0.2408673389	0.9225589226
387	0.2408137078	0.9225589226
388	0.2406122749	0.9225589226
389	0.2398595804	0.9225589226
390	0.2393218498	0.9225589226
391	0.2390512329	0.9225589226
392	0.2387300732	0.9208754209
393	0.2386268273	0.9208754209
394	0.2385043269	0.9208754209
395	0.2384661777	0.9208754209
396	0.238082364	0.9208754209
397	0.2371860188	0.9208754209
398	0.2367604501	0.9225589226
399	0.2363638508	0.9225589226
400	0.2362239794	0.9225589226
401	0.2361703083	0.9225589226
402	0.2360459914	0.9242424242
403	0.2354241064	0.9242424242
404	0.2351366695	0.9242424242
405	0.2349684116	0.9225589226
406	0.2344609446	0.9242424242
407	0.2344410037	0.9242424242
408	0.234146266	0.9242424242
409	0.2335497942	0.9242424242
410	0.2334702227	0.9242424242
411	0.2332819993	0.9225589226
412	0.2330234972	0.9242424242
413	0.232570248	0.9242424242
414	0.232093301	0.9259259259
415	0.2318405184	0.9259259259
416	0.2315147422	0.9259259259
417	0.2308154965	0.9259259259
418	0.2304393071	0.9259259259
419	0.230289662	0.9259259259
420	0.2298495291	0.9276094276
421	0.2294806092	0.9276094276
422	0.2292916852	0.9292929293
423	0.2291773824	0.9292929293
424	0.2289597366	0.9292929293
425	0.2288269115	0.9292929293
426	0.2282890965	0.930976431
427	0.2277774287	0.930976431
428	0.2270703647	0.930976431
429	0.226892977	0.930976431
430	0.2268372757	0.930976431
431	0.2267426113	0.930976431
432	0.2266268137	0.930976431
433	0.226536281	0.930976431
434	0.2262235009	0.930976431
435	0.2262042728	0.930976431
436	0.2260330802	0.930976431
437	0.2257462529	0.930976431
438	0.2254102337	0.930976431
439	0.2250839798	0.930976431
440	0.2250118935	0.930976431
441	0.2247922482	0.9326599327
442	0.2245214241	0.9343434343
443	0.2243364182	0.9343434343
444	0.2240313653	0.936026936
445	0.2238673657	0.9377104377
446	0.2237383069	0.9377104377
447	0.2235440525	0.936026936
448	0.2232526805	0.936026936
449	0.2230002301	0.936026936
450	0.2227382436	0.936026936
451	0.2225357885	0.9377104377
452	0.222453253	0.9377104377
453	0.2221085623	0.936026936
454	0.2219707848	0.936026936
455	0.2216757429	0.9377104377
456	0.2215555892	0.9377104377
457	0.2215104624	0.9377104377
458	0.2210499093	0.9377104377
459	0.220005381	0.9377104377
460	0.2196548117	0.9393939394
461	0.2194860215	0.9393939394
462	0.2189320478	0.9393939394
463	0.2188583829	0.9393939394
464	0.2186083169	0.9393939394
465	0.2182632811	0.9393939394
466	0.2180224197	0.9393939394
467	0.2179138483	0.9393939394
468	0.2178389351	0.9393939394
469	0.2170821363	0.9393939394
470	0.2168728265	0.9393939394
471	0.2164865887	0.9393939394
472	0.2161764079	0.9393939394
473	0.2158927753	0.9393939394
474	0.2157272972	0.9393939394
475	0.2150293088	0.9410774411
476	0.2147967897	0.9410774411
477	0.2145346277	0.9410774411
478	0.2142127044	0.9410774411
479	0.2141622339	0.9410774411
480	0.2138245522	0.9410774411
481	0.2136660518	0.9410774411
482	0.2135313666	0.9410774411
483	0.2134117824	0.9410774411
484	0.213186728	0.9410774411
485	0.21289334	0.9393939394
486	0.2128048334	0.9393939394
487	0.2127030692	0.9393939394
488	0.2124985016	0.9393939394
489	0.2120676132	0.9393939394
490	0.2118138881	0.9393939394
491	0.2117872866	0.9393939394
492	0.2108532899	0.9393939394
493	0.2105795335	0.9393939394
494	0.2102579634	0.9393939394
495	0.2100492461	0.9393939394
496	0.20951136	0.9393939394
497	0.2094884021	0.9393939394
498	0.2093678366	0.9393939394
499	0.2091126771	0.9393939394
500	0.2089599258	0.9393939394
501	0.2089005136	0.9393939394
502	0.2086601884	0.9393939394
503	0.2086264177	0.9393939394
504	0.2085084103	0.9393939394
505	0.2079571768	0.9393939394
506	0.2072738356	0.9393939394
507	0.2068533476	0.9393939394
508	0.2067843694	0.9393939394
509	0.2065926683	0.9410774411
510	0.2063695783	0.9410774411
511	0.205928827	0.9410774411
512	0.2056144662	0.9410774411
513	0.2051179639	0.9410774411
514	0.204727986	0.9410774411
515	0.2044457029	0.9427609428
516	0.2043880673	0.9410774411
517	0.2042237123	0.9410774411
518	0.2038737086	0.9410774411
519	0.2036444128	0.9410774411
520	0.2036052917	0.9410774411
521	0.2034348077	0.9410774411
522	0.2029169374	0.9410774411
523	0.2027234941	0.9410774411
524	0.2022233532	0.9410774411
525	0.2021028924	0.9410774411
526	0.201977416	0.9427609428
527	0.2018596526	0.9427609428
528	0.2016075101	0.9427609428
529	0.2015698481	0.9427609428
530	0.2009438324	0.9427609428
531	0.2007400811	0.9427609428
532	0.2003688295	0.9427609428
533	0.2003449582	0.9427609428
534	0.2001401156	0.9427609428
535	0.2000569184	0.9427609428
536	0.1994857658	0.9427609428
537	0.1992604861	0.9427609428
538	0.1988897153	0.9444444444
539	0.1985544341	0.9461279461
540	0.1983889072	0.9461279461
541	0.1983563719	0.9461279461
542	0.1981634559	0.9461279461
543	0.1975683214	0.9444444444
544	0.1975124966	0.9444444444
545	0.1973702946	0.9444444444
546	0.1971953441	0.9444444444
547	0.1968085409	0.9444444444
548	0.1966490113	0.9444444444
549	0.196303858	0.9444444444
550	0.1961735606	0.9444444444
551	0.1960370085	0.9444444444
552	0.1958165738	0.9444444444
553	0.1957908913	0.9444444444
554	0.1956865845	0.9461279461
555	0.1954262163	0.9461279461
556	0.1952210308	0.9461279461
557	0.1949287173	0.9461279461
558	0.1941621449	0.9461279461
559	0.1938950766	0.9461279461
560	0.1937178942	0.9461279461
561	0.1934766309	0.9461279461
562	0.1934647488	0.9461279461
563	0.1928854121	0.9478114478
564	0.1928554653	0.9478114478
565	0.1927020974	0.9478114478
566	0.1925258403	0.9478114478
567	0.192421931	0.9478114478
568	0.1923819789	0.9478114478
569	0.1921881075	0.9494949495
570	0.1920113853	0.9494949495
571	0.1915834988	0.9494949495
572	0.1913396486	0.9494949495
573	0.1912113474	0.9494949495
574	0.1911123144	0.9494949495
575	0.1908927892	0.9494949495
576	0.1903390113	0.9511784512
577	0.190064911	0.9528619529
578	0.1898298313	0.9511784512
579	0.1897570169	0.9511784512
580	0.1894310979	0.9511784512
581	0.1892215309	0.9528619529
582	0.1891179426	0.9494949495
583	0.1887052101	0.9511784512
584	0.1886519626	0.9511784512
585	0.1883619803	0.9494949495
586	0.1881607939	0.9494949495
587	0.1880553154	0.9494949495
588	0.1879367832	0.9494949495
589	0.187836746	0.9494949495
590	0.1877096521	0.9494949495
591	0.1875112271	0.9494949495
592	0.1868596299	0.9511784512
593	0.1866808283	0.9511784512
594	0.1863346702	0.9511784512
595	0.1862533637	0.9511784512
596	0.1861575955	0.9511784512
597	0.1859015654	0.9511784512
598	0.1856229794	0.9511784512
599	0.1852561409	0.9528619529
600	0.1849989979	0.9511784512
601	0.1848318217	0.9528619529
602	0.1847348532	0.9528619529
603	0.1846122478	0.9511784512
604	0.1845894115	0.9511784512
605	0.1844807165	0.9511784512
606	0.184470944	0.9511784512
607	0.1844072547	0.9511784512
608	0.1843869147	0.9511784512
609	0.1841477147	0.9511784512
610	0.1841109697	0.9511784512
611	0.1840783228	0.9511784512
612	0.1833782066	0.9528619529
613	0.1831758206	0.9528619529
614	0.1831253418	0.9528619529
615	0.1828786873	0.9528619529
616	0.1826787892	0.9528619529
617	0.1825179066	0.9528619529
618	0.182210632	0.9545454545
619	0.1817508841	0.9528619529
620	0.1816172571	0.9545454545
621	0.1814048171	0.9528619529
622	0.1813560947	0.9528619529
623	0.1811956987	0.9528619529
624	0.1809448462	0.9528619529
625	0.1806907549	0.9528619529
626	0.1806427913	0.9545454545
627	0.1799787177	0.9545454545
628	0.1797744519	0.9545454545
629	0.1793858038	0.9528619529
630	0.1790436903	0.9528619529
631	0.1784915312	0.9528619529
632	0.1783897612	0.9528619529
633	0.1781995732	0.9528619529
634	0.1781217134	0.9528619529
635	0.1777789062	0.9528619529
636	0.1777193232	0.9528619529
637	0.1776975091	0.9528619529
638	0.1775403519	0.9528619529
639	0.1771414644	0.9528619529
640	0.1770823055	0.9528619529
641	0.1770203527	0.9528619529
642	0.1768635882	0.9528619529
643	0.1767614166	0.9528619529
644	0.1767332323	0.9528619529
645	0.1766656071	0.9528619529
646	0.176490324	0.9528619529
647	0.176418439	0.9528619529
648	0.175907792	0.9528619529
649	0.1756552838	0.9528619529
650	0.1755772216	0.9528619529
651	0.1753349948	0.9528619529
652	0.1749024057	0.9528619529
653	0.1748861942	0.9528619529
654	0.1748002661	0.9528619529
655	0.1747897027	0.9528619529
656	0.1745990937	0.9528619529
657	0.1742765624	0.9528619529
658	0.1742314692	0.9528619529
659	0.1740948378	0.9528619529
660	0.1738694078	0.9528619529
661	0.1738038273	0.9528619529
662	0.1737663193	0.9528619529
663	0.1734230477	0.9528619529
664	0.1733190796	0.9528619529
665	0.1730716333	0.9528619529
666	0.1730089421	0.9528619529
667	0.172934108	0.9528619529
668	0.1727840058	0.9528619529
669	0.1727311907	0.9528619529
670	0.1727011336	0.9528619529
671	0.1722472575	0.9528619529
672	0.1721929118	0.9528619529
673	0.1721522147	0.9528619529
674	0.1720634332	0.9528619529
675	0.1717041651	0.9528619529
676	0.1716818539	0.9528619529
677	0.171490016	0.9528619529
678	0.1711380318	0.9528619529
679	0.1710251039	0.9528619529
680	0.17088937	0.9528619529
681	0.1705742933	0.9528619529
682	0.1705341366	0.9528619529
683	0.1704485577	0.9528619529
684	0.1703238022	0.9528619529
685	0.1702268323	0.9528619529
686	0.1699236756	0.9528619529
687	0.1695715819	0.9528619529
688	0.1693652092	0.9528619529
689	0.1693128969	0.9528619529
690	0.1692456906	0.9528619529
691	0.1688725731	0.9528619529
692	0.1688428946	0.9528619529
693	0.168781588	0.9528619529
694	0.1686802251	0.9528619529
695	0.1684088771	0.9528619529
696	0.1682706276	0.9528619529
697	0.1679082663	0.9528619529
698	0.1677439661	0.9528619529
699	0.1675141572	0.9528619529
700	0.167362941	0.9528619529
701	0.1672199095	0.9528619529
702	0.1672010134	0.9528619529
703	0.1671092765	0.9528619529
704	0.1670559394	0.9528619529
705	0.1667070325	0.9528619529
706	0.1661331419	0.9528619529
707	0.1657844948	0.9528619529
708	0.1655446811	0.9528619529
709	0.1654763873	0.9528619529
710	0.1652638713	0.9528619529
711	0.1651916469	0.9528619529
712	0.1650655255	0.9528619529
713	0.1647973288	0.9528619529
714	0.1647731337	0.9528619529
715	0.1643238254	0.9528619529
716	0.1642656643	0.9528619529
717	0.164184296	0.9528619529
718	0.1638618009	0.9528619529
719	0.1637666036	0.9528619529
720	0.1636899384	0.9528619529
721	0.1635816198	0.9528619529
722	0.1634501626	0.9528619529
723	0.1633536201	0.9545454545
724	0.1628015496	0.9545454545
725	0.1624585105	0.9528619529
726	0.162224316	0.9528619529
727	0.1620066613	0.9528619529
728	0.1619764506	0.9528619529
729	0.1618166893	0.9528619529
730	0.1614157639	0.9545454545
731	0.1613468571	0.9545454545
732	0.1612128632	0.9545454545
733	0.161003137	0.9545454545
734	0.1608792371	0.9562289562
735	0.1607959072	0.9562289562
736	0.1607865994	0.9562289562
737	0.1606302486	0.9562289562
738	0.1604547963	0.9562289562
739	0.1602456602	0.9562289562
740	0.1602099419	0.9562289562
741	0.1600803728	0.9562289562
742	0.1598830063	0.9562289562
743	0.1597845156	0.9562289562
744	0.1595156637	0.9562289562
745	0.1594170073	0.9562289562
746	0.159358519	0.9562289562
747	0.159340469	0.9562289562
748	0.1590396684	0.9545454545
749	0.1587807319	0.9562289562
750	0.1584013391	0.9562289562
751	0.1582738576	0.9562289562
752	0.1582169761	0.9579124579
753	0.1581768273	0.9579124579
754	0.1577728961	0.9579124579
755	0.1576805645	0.9562289562
756	0.1575781958	0.9562289562
757	0.1575536661	0.9562289562
758	0.1574703511	0.9579124579
759	0.1573575257	0.9579124579
760	0.1572512554	0.9579124579
761	0.1571547384	0.9579124579
762	0.1570596355	0.9579124579
763	0.1568916109	0.9579124579
764	0.1568349928	0.9579124579
765	0.1567746584	0.9579124579
766	0.1567521573	0.9579124579
767	0.1565854725	0.9579124579
768	0.1564262567	0.9579124579
769	0.1562585363	0.9579124579
770	0.1561945416	0.9579124579
771	0.1560900239	0.9579124579
772	0.1559520222	0.9579124579
773	0.1558775693	0.9579124579
774	0.1558282545	0.9579124579
775	0.1556014278	0.9579124579
776	0.1554610764	0.9579124579
777	0.1551405745	0.9579124579
778	0.1548922153	0.9579124579
779	0.154864132	0.9579124579
780	0.1546616936	0.9579124579
781	0.1546474095	0.9579124579
782	0.1544107582	0.9579124579
783	0.1542868008	0.9579124579
784	0.1540101331	0.9579124579
785	0.1539291719	0.9579124579
786	0.153612294	0.9579124579
787	0.1531159763	0.9579124579
788	0.1529910996	0.9579124579
789	0.1529728303	0.9579124579
790	0.1528595276	0.9579124579
791	0.1528402401	0.9579124579
792	0.1526267036	0.9579124579
793	0.1526228664	0.9579124579
794	0.1525900453	0.9579124579
795	0.15256826	0.9579124579
796	0.1524295741	0.9579124579
797	0.1522599798	0.9579124579
798	0.152198968	0.9579124579
799	0.1521761047	0.9579124579
800	0.1521034821	0.9579124579
801	0.1518964563	0.9562289562
802	0.151833366	0.9562289562
803	0.1518191077	0.9562289562
804	0.1517141263	0.9579124579
805	0.1516139035	0.9579124579
806	0.1514039226	0.9579124579
807	0.1513563794	0.9579124579
808	0.1509443855	0.9579124579
809	0.1506018667	0.9579124579
810	0.150397151	0.9579124579
811	0.1503167793	0.9595959596
812	0.1502575486	0.9595959596
813	0.1501491837	0.9595959596
814	0.1498618794	0.9595959596
815	0.1497128368	0.9595959596
816	0.1496447114	0.9595959596
817	0.1495743508	0.9595959596
818	0.1495049043	0.9579124579
819	0.1493176199	0.9595959596
820	0.1491426554	0.9595959596
821	0.149056562	0.9595959596
822	0.1489160372	0.9579124579
823	0.1486815673	0.9595959596
824	0.148649079	0.9595959596
825	0.1484561876	0.9612794613
826	0.1482638878	0.9612794613
827	0.1481264008	0.9595959596
828	0.1480482761	0.9612794613
829	0.1477580523	0.9612794613
830	0.1477298744	0.9612794613
831	0.1475792073	0.9612794613
832	0.1471901622	0.9595959596
833	0.1471774317	0.9595959596
834	0.1470393393	0.9595959596
835	0.1469686918	0.9595959596
836	0.1467889321	0.9595959596
837	0.1467355037	0.9595959596
838	0.1465616667	0.9595959596
839	0.1463140792	0.9595959596
840	0.1462788144	0.9595959596
841	0.1462487301	0.9595959596
842	0.1460993599	0.9595959596
843	0.1459052373	0.9595959596
844	0.1458828685	0.9595959596
845	0.1458263984	0.9595959596
846	0.1457828264	0.9595959596
847	0.1453885303	0.9612794613
848	0.1451593766	0.9595959596
849	0.1449475472	0.9595959596
850	0.1448763457	0.9595959596
851	0.1444166884	0.9595959596
852	0.1441462998	0.9612794613
853	0.1440302836	0.9612794613
854	0.1439676796	0.9612794613
855	0.1436956647	0.9612794613
856	0.1435993577	0.9612794613
857	0.143504652	0.9612794613
858	0.1434159944	0.9612794613
859	0.1433626306	0.9612794613
860	0.1432068033	0.9612794613
861	0.1431399081	0.9612794613
862	0.1430124387	0.9612794613
863	0.1428061701	0.9612794613
864	0.1427435383	0.9612794613
865	0.1424563727	0.9612794613
866	0.1423075141	0.9612794613
867	0.1422925708	0.9612794613
868	0.142102354	0.9612794613
869	0.1420808466	0.9612794613
870	0.1419029502	0.9612794613
871	0.1417849033	0.9612794613
872	0.1416709933	0.9612794613
873	0.1414219285	0.9612794613
874	0.1413045841	0.9612794613
875	0.1412283802	0.9612794613
876	0.1411482653	0.9612794613
877	0.1410983311	0.9612794613
878	0.1409160931	0.9612794613
879	0.1408643869	0.9612794613
880	0.1407691315	0.9612794613
881	0.1404151965	0.9646464646
