iter	Passed	Remaining
260	1024	2901
261	1028	2898
262	1032	2894
263	1037	2891
264	1041	2887
265	1045	2883
266	1048	2879
267	1052	2874
268	1056	2870
269	1060	2866
270	1064	2862
271	1068	2860
272	1073	2857
273	1076	2853
274	1080	2849
275	1084	2845
276	1088	2840
277	1092	2836
278	1095	2832
279	1100	2828
280	1104	2825
281	1107	2820
282	1111	2815
283	1115	2812
284	1119	2807
285	1123	2805
286	1127	2800
287	1131	2796
288	1134	2791
289	1138	2788
290	1142	2783
291	1146	2780
292	1178	2843
293	1188	2854
294	1200	2870
295	1212	2884
296	1225	2899
297	1240	2923
298	1249	2930
299	1258	2936
300	1263	2933
301	1275	2948
302	1283	2952
303	1289	2953
304	1294	2949
305	1298	2944
306	1302	2941
307	1307	2937
308	1311	2932
309	1315	2928
310	1319	2922
311	1322	2916
312	1326	2912
313	1330	2907
314	1334	2901
315	1338	2896
316	1342	2892
317	1346	2887
318	1350	2882
319	1354	2877
320	1358	2873
321	1362	2868
322	1366	2863
323	1369	2857
324	1373	2851
325	1376	2845
326	1379	2839
327	1383	2834
328	1387	2829
329	1391	2824
330	1395	2821
331	1401	2820
332	1405	2815
333	1409	2810
334	1413	2806
335	1417	2801
336	1421	2796
337	1425	2791
338	1429	2786
339	1432	2781
340	1437	2777
341	1440	2771
342	1444	2766
343	1447	2761
344	1451	2755
345	1455	2750
346	1459	2745
347	1462	2740
348	1466	2735
349	1470	2730
350	1474	2725
351	1477	2720
352	1481	2715
353	1485	2710
354	1490	2707
355	1494	2703
356	1497	2697
357	1501	2691
358	1505	2687
359	1508	2682
360	1512	2677
361	1517	2673
362	1521	2670
363	1525	2665
364	1529	2661
365	1533	2656
366	1537	2652
367	1541	2647
368	1545	2642
369	1549	2638
370	1554	2634
371	1558	2630
372	1562	2626
373	1566	2621
374	1569	2616
375	1573	2611
376	1577	2607
377	1582	2603
378	1587	2601
379	1591	2596
380	1596	2593
381	1600	2589
382	1605	2586
383	1610	2583
384	1614	2579
385	1619	2576
386	1624	2572
387	1629	2569
388	1633	2565
389	1638	2562
390	1642	2558
391	1647	2554
392	1652	2551
393	1657	2548
394	1661	2545
395	1666	2541
396	1670	2537
397	1675	2534
398	1682	2533
399	1689	2534
400	1697	2535
401	1702	2532
402	1707	2529
403	1712	2526
404	1718	2524
405	1722	2520
406	1727	2516
407	1731	2512
408	1735	2507
409	1739	2503
410	1743	2498
411	1747	2493
412	1751	2488
413	1755	2484
414	1759	2479
415	1763	2474
416	1766	2470
417	1770	2465
418	1774	2460
419	1778	2455
420	1782	2451
421	1786	2446
422	1790	2442
423	1794	2437
424	1798	2432
425	1801	2427
426	1805	2423
427	1809	2418
428	1813	2413
429	1817	2409
430	1821	2404
431	1825	2400
432	1829	2395
433	1832	2390
434	1836	2385
435	1841	2381
436	1845	2377
437	1848	2372
438	1852	2367
439	1856	2362
440	1860	2358
441	1864	2353
442	1867	2348
443	1871	2343
444	1875	2339
445	1879	2334
446	1883	2330
447	1886	2325
448	1890	2320
449	1894	2315
450	1898	2310
451	1901	2305
452	1904	2300
453	1908	2295
454	1913	2291
455	1917	2287
456	1921	2282
457	1939	2294
458	1943	2291
459	1948	2287
460	1952	2283
461	1956	2278
462	1959	2273
463	1963	2268
464	1967	2263
465	1971	2259
466	1975	2254
467	1978	2249
468	1983	2245
469	1986	2240
470	1990	2235
471	1992	2228
472	1995	2223
473	1998	2218
474	2001	2212
475	2005	2208
476	2009	2203
477	2013	2198
478	2017	2193
479	2020	2188
480	2024	2184
481	2027	2179
482	2031	2174
483	2035	2170
484	2039	2165
485	2043	2161
486	2047	2156
487	2051	2152
488	2054	2147
489	2058	2142
490	2062	2137
491	2065	2133
492	2069	2128
493	2073	2124
494	2077	2119
495	2081	2114
496	2084	2110
497	2089	2106
498	2093	2101
499	2096	2096
500	2100	2092
501	2104	2087
502	2107	2082
503	2110	2077
504	2114	2073
505	2118	2068
506	2122	2064
507	2126	2059
508	2129	2054
509	2133	2050
510	2136	2044
511	2140	2040
512	2144	2035
513	2148	2031
514	2152	2027
515	2157	2023
516	2160	2018
517	2164	2013
518	2168	2009
519	2172	2005
520	2176	2000
521	2179	1996
522	2183	1991
523	2187	1986
524	2190	1982
525	2194	1977
526	2198	1973
527	2202	1968
528	2205	1963
529	2210	1959
530	2214	1955
531	2217	1950
532	2221	1946
533	2225	1941
534	2229	1937
535	2233	1933
536	2236	1928
537	2240	1924
538	2244	1919
539	2247	1914
540	2251	1910
541	2255	1906
542	2259	1901
543	2263	1897
544	2267	1892
545	2271	1888
546	2275	1884
547	2279	1880
548	2283	1875
549	2287	1871
550	2290	1866
551	2294	1862
552	2297	1857
553	2301	1852
554	2304	1848
555	2308	1843
556	2312	1838
557	2316	1834
558	2319	1829
559	2323	1825
560	2327	1821
561	2331	1817
562	2335	1812
563	2338	1808
564	2342	1803
565	2346	1798
566	2350	1794
567	2354	1790
568	2358	1786
569	2361	1781
570	2365	1777
571	2369	1773
572	2373	1768
573	2377	1764
574	2381	1760
575	2385	1756
576	2389	1751
577	2393	1747
578	2397	1743
579	2401	1739
580	2405	1735
581	2409	1730
582	2413	1726
583	2417	1722
584	2421	1717
585	2425	1713
586	2428	1708
587	2432	1704
588	2436	1699
589	2439	1695
590	2444	1691
591	2448	1687
592	2451	1682
593	2455	1678
594	2459	1673
595	2463	1669
596	2466	1665
597	2470	1660
598	2474	1656
599	2477	1651
600	2481	1647
601	2485	1642
602	2489	1638
603	2493	1634
604	2496	1630
605	2500	1625
606	2504	1621
607	2508	1617
608	2512	1612
609	2516	1608
610	2519	1604
611	2523	1600
612	2527	1595
613	2531	1591
614	2535	1587
615	2539	1582
616	2542	1578
617	2546	1574
618	2550	1569
619	2554	1565
620	2558	1561
621	2562	1557
622	2566	1552
623	2569	1548
624	2574	1544
625	2577	1540
626	2581	1535
627	2585	1531
628	2589	1527
629	2593	1523
630	2597	1519
631	2601	1514
632	2605	1510
633	2609	1506
634	2613	1502
635	2617	1497
636	2620	1493
637	2624	1489
638	2628	1484
639	2632	1480
640	2635	1476
641	2639	1471
642	2643	1467
643	2647	1463
644	2651	1459
645	2655	1455
646	2659	1451
647	2663	1446
648	2667	1442
649	2671	1438
650	2675	1434
651	2679	1430
652	2683	1426
653	2687	1422
654	2692	1418
655	2696	1413
656	2699	1409
657	2702	1404
658	2706	1400
659	2710	1396
660	2715	1392
661	2718	1388
662	2722	1383
663	2726	1379
664	2730	1375
665	2734	1371
666	2737	1366
667	2741	1362
668	2745	1358
669	2749	1354
670	2753	1350
671	2757	1345
672	2760	1341
673	2763	1336
674	2767	1332
675	2771	1328
676	2775	1324
677	2779	1320
678	2784	1316
679	2788	1312
680	2793	1308
681	2797	1304
682	2802	1300
683	2806	1296
684	2810	1292
685	2816	1289
686	2820	1285
687	2825	1281
688	2830	1277
689	2834	1273
690	2839	1269
691	2843	1265
692	2848	1261
693	2853	1258
694	2857	1254
695	2862	1250
696	2866	1246
697	2870	1242
698	2874	1237
699	2879	1234
700	2884	1230
701	2888	1226
702	2893	1222
703	2897	1218
704	2925	1224
705	2931	1220
706	2938	1217
707	2942	1213
708	2946	1209
709	2950	1205
710	2954	1200
711	2959	1197
712	2964	1193
713	2968	1189
714	2972	1184
715	2977	1181
716	2982	1177
717	2987	1173
718	2992	1169
719	2996	1165
720	3002	1161
721	3006	1157
722	3010	1153
723	3015	1149
724	3020	1145
725	3025	1141
726	3029	1137
727	3033	1133
728	3039	1129
729	3043	1125
730	3047	1121
731	3052	1117
732	3056	1113
733	3061	1109
734	3065	1105
735	3070	1101
736	3075	1097
737	3079	1093
738	3084	1089
739	3089	1085
740	3093	1081
741	3098	1077
742	3102	1073
743	3107	1069
744	3112	1065
745	3117	1061
746	3121	1057
747	3125	1052
748	3130	1049
749	3135	1045
750	3139	1040
751	3144	1036
752	3148	1032
753	3153	1028
754	3157	1024
755	3162	1020
756	3166	1016
757	3171	1012
758	3175	1008
759	3179	1004
760	3184	1000
761	3189	996
762	3193	991
763	3196	987
764	3200	983
765	3204	978
766	3208	974
767	3212	970
768	3216	966
769	3220	961
770	3223	957
771	3227	953
772	3231	948
773	3235	944
774	3239	940
775	3242	936
776	3247	931
777	3250	927
778	3255	923
779	3258	919
780	3262	914
781	3266	910
782	3270	906
783	3275	902
784	3278	897
785	3282	893
786	3285	889
787	3290	885
788	3294	881
789	3298	876
790	3302	872
791	3306	868
792	3310	864
793	3314	859
794	3319	855
795	3325	852
796	3331	848
797	3336	844
798	3342	840
799	3347	836
800	3352	833
801	3358	829
802	3362	824
803	3367	820
804	3371	816
805	3375	812
806	3379	808
807	3383	803
808	3387	799
809	3390	795
810	3395	791
811	3399	786
812	3403	782
813	3408	778
814	3413	774
815	3418	770
816	3421	766
817	3425	762
818	3429	758
819	3435	754
820	3439	749
821	3444	745
822	3448	741
823	3453	737
824	3457	733
825	3461	729
826	3465	724
827	3469	720
828	3473	716
829	3476	712
830	3480	707
831	3484	703
832	3488	699
833	3492	695
834	3496	690
835	3500	686
836	3503	682
837	3507	678
838	3511	673
839	3515	669
840	3519	665
841	3522	661
842	3526	656
843	3530	652
844	3534	648
845	3538	644
846	3542	639
847	3547	635
848	3551	631
849	3555	627
850	3559	623
851	3562	618
852	3566	614
853	3570	610
854	3574	606
855	3578	602
856	3582	597
857	3586	593
858	3591	589
859	3594	585
860	3599	581
861	3603	576
862	3607	572
863	3611	568
864	3614	564
865	3618	559
866	3621	555
867	3625	551
868	3629	547
869	3633	543
870	3637	538
871	3642	534
872	3646	530
873	3649	526
874	3654	522
875	3657	517
876	3661	513
877	3665	509
878	3669	505
879	3674	501
880	3678	496
881	3681	492
882	3686	488
883	3692	484
884	3696	480
885	3702	476
886	3708	472
887	3713	468
888	3718	464
889	3724	460
890	3729	456
891	3734	452
892	3741	448
893	3747	444
894	3752	440
895	3757	436
896	3763	432
897	3770	428
898	3776	424
899	3782	420
900	3788	416
901	3795	412
902	3801	408
903	3807	404
904	3813	400
905	3819	396
906	3824	392
907	3831	388
908	3836	384
909	3842	380
910	3848	376
911	3854	371
912	3859	367
913	3866	363
914	3871	359
915	3877	355
916	3883	351
917	3889	347
918	3928	346
919	3936	342
920	3945	338
921	3950	334
922	3956	330
923	3962	325
924	3967	321
925	3973	317
926	3979	313
927	3985	309
928	3991	305
929	3997	300
930	4002	296
931	4007	292
932	4013	288
933	4019	284
934	4025	279
935	4031	275
936	4037	271
937	4042	267
938	4047	262
939	4051	258
940	4056	254
941	4062	250
942	4067	245
943	4073	241
944	4077	237
945	4082	233
946	4087	228
947	4093	224
948	4098	220
949	4103	215
950	4108	211
951	4114	207
952	4119	203
953	4125	198
954	4131	194
955	4136	190
956	4143	186
957	4149	181
958	4155	177
959	4161	173
960	4165	169
961	4169	164
962	4174	160
963	4179	156
964	4183	151
965	4186	147
966	4190	143
967	4194	138
968	4198	134
969	4202	129
970	4205	125
971	4209	121
972	4213	116
973	4216	112
974	4220	108
975	4225	103
976	4230	99
977	4234	95
978	4239	90
979	4244	86
980	4248	82
981	4252	77
982	4256	73
983	4261	69
984	4264	64
985	4269	60
986	4273	56
987	4278	51
988	4282	47
989	4287	43
990	4291	38
991	4296	34
992	4301	30
993	4306	25
994	4310	21
995	4315	17
996	4319	12
997	4324	8
998	4329	4
999	4333	0
