iter	Passed	Remaining
221	727	2549
222	730	2546
223	734	2545
224	738	2544
225	742	2544
226	746	2541
227	750	2539
228	753	2538
229	757	2536
230	760	2530
231	762	2522
232	763	2512
233	764	2504
234	766	2496
235	768	2488
236	770	2480
237	772	2473
238	774	2466
239	778	2464
240	781	2461
241	785	2461
242	789	2459
243	793	2457
244	797	2457
245	801	2456
246	805	2455
247	807	2449
248	809	2442
249	811	2435
250	814	2429
251	816	2422
252	818	2415
253	819	2406
254	821	2399
255	823	2393
256	826	2390
257	830	2389
258	834	2388
259	838	2386
260	842	2384
261	846	2383
262	850	2382
263	853	2379
264	855	2373
265	857	2367
266	859	2360
267	862	2355
268	864	2349
269	866	2342
270	868	2336
271	870	2330
272	874	2328
273	877	2326
274	882	2325
275	885	2323
276	889	2321
277	892	2318
278	896	2317
279	900	2316
280	902	2310
281	905	2305
282	907	2298
283	908	2290
284	911	2285
285	912	2279
286	914	2273
287	916	2266
288	920	2263
289	924	2262
290	927	2260
291	931	2259
292	936	2258
293	940	2257
294	944	2256
295	947	2254
296	949	2248
297	952	2242
298	954	2237
299	956	2231
300	958	2226
301	960	2220
302	962	2214
303	964	2208
304	968	2207
305	972	2205
306	975	2202
307	979	2201
308	983	2199
309	986	2195
310	989	2193
311	993	2191
312	996	2187
313	998	2181
314	1000	2176
315	1003	2171
316	1004	2165
317	1006	2159
318	1008	2153
319	1010	2147
320	1013	2143
321	1016	2141
322	1021	2140
323	1024	2137
324	1028	2136
325	1033	2136
326	1042	2146
327	1048	2148
328	1053	2148
329	1057	2147
330	1062	2147
331	1092	2198
332	1095	2194
333	1099	2192
334	1102	2188
335	1106	2186
336	1123	2209
337	1138	2229
338	1144	2231
339	1148	2229
340	1150	2224
341	1152	2217
342	1154	2212
343	1156	2206
344	1166	2214
345	1172	2217
346	1177	2215
347	1181	2213
348	1185	2210
349	1188	2207
350	1191	2202
351	1192	2196
352	1195	2190
353	1197	2184
354	1199	2178
355	1201	2172
356	1203	2167
357	1205	2161
358	1208	2158
359	1212	2155
360	1215	2152
361	1219	2149
362	1223	2146
363	1227	2143
364	1231	2141
365	1234	2138
366	1237	2134
367	1239	2128
368	1241	2123
369	1243	2117
370	1245	2111
371	1247	2105
372	1249	2100
373	1251	2094
374	1253	2088
375	1256	2085
376	1260	2082
377	1263	2078
378	1267	2076
379	1271	2073
380	1274	2071
381	1277	2067
382	1282	2066
383	1284	2061
384	1286	2055
385	1288	2050
386	1290	2044
387	1292	2039
388	1294	2033
389	1296	2028
390	1299	2023
391	1301	2019
392	1305	2016
393	1309	2014
394	1313	2012
395	1317	2009
396	1321	2006
397	1325	2004
398	1329	2002
399	1331	1997
400	1333	1992
401	1335	1987
402	1337	1981
403	1339	1976
404	1342	1972
405	1344	1967
406	1347	1962
407	1350	1959
408	1354	1956
409	1358	1955
410	1362	1952
411	1366	1950
412	1369	1947
413	1373	1944
414	1378	1943
415	1381	1938
416	1382	1933
417	1385	1928
418	1387	1923
419	1389	1918
420	1391	1913
421	1393	1908
422	1396	1905
423	1400	1902
424	1405	1901
425	1409	1898
426	1412	1896
427	1417	1894
428	1420	1891
429	1425	1889
430	1427	1884
431	1429	1879
432	1431	1874
433	1433	1869
434	1435	1863
435	1437	1859
436	1439	1854
437	1441	1849
438	1444	1846
439	1448	1843
440	1451	1840
441	1455	1837
442	1459	1834
443	1462	1832
444	1466	1828
445	1471	1827
446	1476	1826
447	1491	1837
448	1565	1921
449	1570	1919
450	1574	1916
451	1578	1913
452	1583	1911
453	1587	1909
454	1593	1908
455	1602	1911
456	1607	1910
457	1612	1908
458	1616	1905
459	1620	1901
460	1622	1896
461	1624	1891
462	1626	1886
463	1628	1881
464	1630	1876
465	1632	1870
466	1634	1865
467	1636	1860
468	1639	1855
469	1642	1852
470	1646	1848
471	1650	1846
472	1654	1843
473	1658	1840
474	1662	1837
475	1666	1834
476	1669	1830
477	1671	1825
478	1673	1819
479	1674	1814
480	1677	1809
481	1679	1804
482	1680	1799
483	1682	1794
484	1684	1789
485	1688	1785
486	1691	1782
487	1695	1778
488	1699	1776
489	1703	1773
490	1707	1769
491	1711	1766
492	1714	1763
493	1717	1759
494	1721	1756
495	1723	1751
496	1726	1747
497	1728	1742
498	1730	1737
499	1732	1732
500	1735	1728
501	1738	1725
502	1743	1722
503	1747	1719
504	1751	1716
505	1754	1713
506	1759	1710
507	1762	1706
508	1764	1701
509	1766	1697
510	1768	1691
511	1769	1686
512	1771	1681
513	1773	1677
514	1776	1672
515	1778	1667
516	1781	1664
517	1784	1660
518	1788	1657
519	1792	1654
520	1796	1651
521	1800	1648
522	1803	1645
523	1807	1641
524	1810	1638
525	1812	1633
526	1814	1628
527	1816	1623
528	1818	1618
529	1820	1614
530	1822	1609
531	1824	1605
532	1826	1600
533	1830	1597
534	1834	1594
535	1837	1590
536	1841	1588
537	1845	1584
538	1849	1581
539	1853	1578
540	1856	1575
541	1858	1570
542	1860	1565
543	1862	1561
544	1864	1556
545	1867	1552
546	1869	1548
547	1871	1543
548	1873	1539
549	1877	1536
550	1880	1532
551	1885	1529
552	1888	1526
553	1891	1522
554	1894	1519
555	1898	1515
556	1902	1512
557	1904	1508
558	1906	1504
559	1909	1499
560	1910	1495
561	1912	1490
562	1914	1486
563	1916	1481
564	1919	1477
565	1921	1473
566	1925	1470
567	1929	1467
568	1933	1464
569	1937	1461
570	1940	1458
571	1944	1455
572	1949	1452
573	1952	1449
574	1954	1444
575	1956	1440
576	1958	1436
577	1960	1431
578	1962	1427
579	1964	1422
580	1966	1418
581	1969	1414
582	1973	1411
583	1977	1408
584	1981	1405
585	1984	1402
586	1988	1399
587	1992	1396
588	1997	1393
589	2000	1389
590	2004	1387
591	2006	1383
592	2008	1378
593	2012	1375
594	2014	1371
595	2018	1368
596	2022	1365
597	2027	1363
598	2032	1360
599	2036	1357
600	2040	1354
601	2045	1352
602	2049	1349
603	2051	1345
604	2054	1341
605	2058	1338
606	2060	1333
607	2063	1330
608	2067	1327
609	2072	1325
610	2077	1322
611	2081	1319
612	2085	1316
613	2090	1314
614	2094	1311
615	2097	1307
616	2099	1303
617	2103	1300
618	2105	1295
619	2109	1292
620	2111	1288
621	2115	1285
622	2119	1282
623	2124	1280
624	2128	1277
625	2133	1274
626	2138	1271
627	2141	1268
628	2143	1264
629	2146	1260
630	2149	1256
631	2151	1252
632	2155	1249
633	2157	1245
634	2161	1242
635	2165	1239
636	2170	1236
637	2174	1233
638	2179	1231
639	2184	1228
640	2188	1225
641	2191	1221
642	2193	1217
643	2195	1213
644	2197	1209
645	2201	1206
646	2203	1202
647	2205	1198
648	2208	1194
649	2212	1191
650	2216	1188
651	2221	1185
652	2225	1182
653	2230	1180
654	2234	1176
655	2237	1173
656	2239	1169
657	2241	1165
658	2245	1161
659	2247	1157
660	2249	1153
661	2253	1150
662	2257	1147
663	2262	1144
664	2266	1141
665	2270	1138
666	2275	1135
667	2279	1133
668	2284	1130
669	2287	1126
670	2290	1123
671	2293	1119
672	2295	1115
673	2299	1112
674	2301	1108
675	2306	1105
676	2311	1102
677	2315	1099
678	2319	1096
679	2323	1093
680	2328	1090
681	2332	1087
682	2335	1084
683	2338	1080
684	2340	1076
685	2342	1072
686	2344	1068
687	2346	1064
688	2349	1060
689	2352	1056
690	2356	1053
691	2360	1050
692	2363	1047
693	2367	1043
694	2371	1040
695	2374	1037
696	2377	1033
697	2380	1029
698	2382	1025
699	2384	1022
700	2387	1018
701	2389	1014
702	2391	1010
703	2393	1006
704	2395	1002
705	2398	998
706	2402	995
707	2406	992
708	2409	989
709	2413	985
710	2416	982
711	2420	979
712	2424	975
713	2427	972
714	2429	968
715	2431	964
716	2434	960
717	2435	956
718	2437	952
719	2440	948
720	2442	945
721	2444	941
722	2448	937
723	2452	934
724	2456	931
725	2459	928
726	2464	925
727	2468	922
728	2472	919
729	2476	915
730	2480	912
731	2482	908
732	2484	904
733	2487	901
734	2490	897
735	2493	894
736	2497	891
737	2503	888
738	2508	885
739	2512	882
740	2521	881
741	2695	937
742	2700	934
743	2705	931
744	2709	927
745	2714	924
746	2719	920
747	2723	917
748	2727	913
749	2733	911
750	2740	908
751	2745	905
752	2748	901
753	2753	898
754	2758	895
755	2762	891
756	2766	888
757	2770	884
758	2772	880
759	2775	876
760	2777	872
761	2779	868
762	2781	864
763	2783	859
764	2786	855
765	2789	852
766	2792	848
767	2796	844
768	2800	841
769	2804	837
770	2807	833
771	2811	830
772	2815	826
773	2818	822
774	2820	818
775	2822	814
776	2825	810
777	2827	806
778	2829	802
779	2831	798
780	2835	795
781	2839	791
782	2844	788
783	2847	784
784	2852	781
785	2857	777
786	2860	774
787	2864	770
788	2867	766
789	2869	762
790	2873	759
791	2875	755
792	2877	751
793	2881	747
794	2883	743
795	2888	740
796	2892	736
797	2897	733
798	2902	730
799	2906	726
800	2911	723
801	2913	719
802	2916	715
803	2919	711
804	2921	707
805	2925	704
806	2927	700
807	2930	696
808	2935	693
809	2939	689
810	2944	686
811	2948	682
812	2952	679
813	2956	675
814	2960	671
815	2964	668
816	2966	664
817	2969	660
818	2972	656
819	2974	652
820	2978	649
821	2983	645
822	2988	642
823	2992	639
824	2997	635
825	3001	632
826	3005	628
827	3009	625
828	3011	621
829	3015	617
830	3018	613
831	3020	609
832	3024	606
833	3027	602
834	3032	599
835	3036	595
836	3041	592
837	3045	588
838	3049	585
839	3054	581
840	3056	577
841	3059	574
842	3063	570
843	3065	566
844	3067	562
845	3069	558
846	3071	554
847	3074	551
848	3079	547
849	3083	544
850	3087	540
851	3091	537
852	3095	533
853	3099	529
854	3103	526
855	3105	522
856	3107	518
857	3109	514
858	3111	510
859	3113	506
860	3115	503
861	3117	499
862	3120	495
863	3123	491
864	3127	488
865	3131	484
866	3135	481
867	3139	477
868	3144	474
869	3148	470
870	3151	466
871	3153	462
872	3155	459
873	3158	455
874	3160	451
875	3162	447
876	3164	443
877	3166	439
878	3168	436
879	3171	432
880	3175	428
881	3179	425
882	3183	421
883	3188	418
884	3193	414
885	3198	411
886	3200	407
887	3204	404
888	3206	400
889	3208	396
890	3212	393
891	3214	389
892	3219	385
893	3222	382
894	3226	378
895	3230	375
896	3235	371
897	3238	367
898	3243	364
899	3246	360
900	3249	357
901	3251	353
902	3253	349
903	3256	345
904	3259	342
905	3261	338
906	3264	334
907	3268	331
908	3272	327
909	3276	324
910	3280	320
911	3284	316
912	3287	313
913	3291	309
914	3294	306
915	3296	302
916	3298	298
917	3300	294
918	3302	291
919	3305	287
920	3307	283
921	3309	280
922	3313	276
923	3317	272
924	3321	269
925	3325	265
926	3329	262
927	3333	258
928	3337	255
929	3340	251
930	3342	247
931	3345	244
932	3347	240
933	3349	236
934	3351	232
935	3353	229
936	3355	225
937	3357	221
938	3361	218
939	3365	214
940	3369	211
941	3373	207
942	3377	204
943	3381	200
944	3385	197
945	3388	193
946	3390	189
947	3393	186
948	3395	182
949	3397	178
950	3401	175
951	3403	171
952	3406	168
953	3410	164
954	3415	160
955	3419	157
956	3424	153
957	3428	150
958	3433	146
959	3436	143
960	3438	139
961	3440	135
962	3442	132
963	3446	128
964	3448	125
965	3451	121
966	3454	117
967	3458	114
968	3462	110
969	3467	107
970	3470	103
971	3474	100
972	3478	96
973	3482	92
974	3484	89
975	3486	85
976	3489	82
977	3491	78
978	3493	74
979	3495	71
980	3497	67
981	3499	64
982	3502	60
983	3506	57
984	3511	53
985	3514	49
986	3518	46
987	3521	42
988	3525	39
989	3529	35
990	3532	32
991	3534	28
992	3536	24
993	3538	21
994	3540	17
995	3542	14
996	3544	10
997	3547	7
998	3551	3
999	3555	0
